,cs_id_100,100,cs_id_200,200,cs_id_300,300,cs_id_358,358,cs_id_966,966,cluster_size
7233,,,,,,,,,ENSG00000130684_L1_966,22,1.0
7234,,,,,,,,,ENSG00000101361_L1_966,20,1.0
7235,,,,,,,,,ENSG00000205611_L1_966,136,1.0
7236,,,,,,,,,ENSG00000198171_L1_966,1,1.0
7237,,,,,,,,,ENSG00000101367_L1_966,30,1.0
7238,,,,,,,,,ENSG00000149600_L1_966,33,1.0
7239,,,,,,,,,ENSG00000125967_L1_966,70,1.0
7240,,,,,,,,,ENSG00000131061_L1_966,2,1.0
7241,,,,,,,,,ENSG00000101444_L1_966,109,1.0
7242,,,,,,,,,ENSG00000198646_L1_966,69,1.0
7243,,,,,,,,,ENSG00000078804_L1_966,38,1.0
7244,,,,,,,,,ENSG00000088298_L1_966,39,1.0
7245,,,,,,,,,ENSG00000101335_L1_966,4,1.0
7246,,,,,,,,,ENSG00000101224_L1_966,4,1.0
7247,,,,,,,,,ENSG00000118702_L1_966,2,1.0
7248,,,,,,,,,ENSG00000101255_L1_966,3,1.0
7249,,,,,,,,,ENSG00000275401_L1_966,9,1.0
7250,,,,,,,,,ENSG00000101438_L1_966,56,1.0
7251,,,,,,,,,ENSG00000101445_L1_966,42,1.0
7252,,,,,,,,,ENSG00000101442_L1_966,25,1.0
7253,,,,,,,,,ENSG00000124181_L1_966,11,1.0
7254,,,,,,,,,ENSG00000125826_L1_966,4,1.0
7255,,,,,,,,,ENSG00000124177_L1_966,147,1.0
7256,,,,,,,,,ENSG00000149596_L1_966,2,1.0
7257,,,,,,,,,ENSG00000132823_L1_966,7,1.0
7258,,,,,,,,,ENSG00000124120_L1_966,21,1.0
7259,,,,,,,,,ENSG00000124155_L1_966,3,1.0
7260,,,,,,,,,ENSG00000101443_L1_966,10,1.0
7261,,,,,,,,,ENSG00000124104_L1_966,33,1.0
7262,,,,,,,,,ENSG00000198185_L1_966,10,1.0
7263,,,,,,,,,ENSG00000149635_L1_966,6,1.0
7264,,,,,,,,,ENSG00000101265_L1_966,1,1.0
7265,,,,,,,,,ENSG00000124198_L1_966,112,1.0
7266,,,,,,,,,ENSG00000177410_L1_966,40,1.0
7267,,,,,,,,,ENSG00000124226_L1_966,57,1.0
7268,,,,,,,,,ENSG00000197818_L1_966,3,1.0
7269,,,,,,,,,ENSG00000089057_L1_966,21,1.0
7270,,,,,,,,,ENSG00000101290_L1_966,58,1.0
7271,,,,,,,,,ENSG00000054793_L1_966,18,1.0
7272,,,,,,,,,ENSG00000101115_L1_966,14,1.0
7273,,,,,,,,,ENSG00000020256_L1_966,65,1.0
7274,,,,,,,,,ENSG00000132819_L1_966,4,1.0
7275,,,,,,,,,ENSG00000124092_L1_966,5,1.0
7276,,,,,,,,,ENSG00000171984_L1_966,3,1.0
7277,,,,,,,,,ENSG00000278709_L1_966,7,1.0
7278,,,,,,,,,ENSG00000254995_L1_966,28,1.0
7279,,,,,,,,,ENSG00000270951_L1_966,9,1.0
7280,,,,,,,,,ENSG00000101166_L1_966,56,1.0
7281,,,,,,,,,ENSG00000275632_L1_966,15,1.0
7282,,,,,,,,,ENSG00000125885_L1_966,16,1.0
7283,,,,,,,,,ENSG00000228340_L1_966,2,1.0
7284,,,,,,,,,ENSG00000179242_L1_966,40,1.0
7285,,,,,,,,,ENSG00000184402_L1_966,30,1.0
7286,,,,,,,,,ENSG00000273812_L1_966,1,1.0
7287,,,,,,,,,ENSG00000101191_L1_966,12,1.0
7288,,,,,,,,,ENSG00000101150_L1_966,30,1.0
7289,,,,,,,,,ENSG00000101152_L1_966,30,1.0
7290,,,,,,,,,ENSG00000171703_L1_966,37,1.0
7291,,,,,,,,,ENSG00000196132_L1_966,53,1.0
7292,,,,,,,,,ENSG00000171700_L1_966,52,1.0
7293,,,,,,,,,ENSG00000125827_L1_966,39,1.0
7294,,,,,,,,,ENSG00000182621_L1_966,8,1.0
7295,ENSG00000224905_L1_100,71,ENSG00000224905_L1_200,64,ENSG00000224905_L1_300,59,ENSG00000224905_L1_358,55,,,4.0
7296,ENSG00000156261_L1_100,4,ENSG00000156261_L1_200,5,ENSG00000156261_L1_300,4,ENSG00000156261_L1_358,4,ENSG00000156261_L1_966,2,5.0
7297,ENSG00000142149_L1_100,11,ENSG00000142149_L1_200,10,ENSG00000142149_L1_300,9,ENSG00000142149_L1_358,9,ENSG00000142149_L1_966,9,5.0
7298,ENSG00000230479_L1_100,4,ENSG00000230479_L1_200,3,ENSG00000230479_L1_300,3,ENSG00000230479_L1_358,3,ENSG00000230479_L1_966,4,5.0
7299,ENSG00000159267_L1_100,37,ENSG00000159267_L1_200,36,ENSG00000159267_L1_300,34,ENSG00000159267_L1_358,34,ENSG00000159267_L1_966,32,5.0
7300,ENSG00000185808_L1_100,45,ENSG00000185808_L1_200,37,ENSG00000185808_L1_300,22,ENSG00000185808_L1_358,21,ENSG00000185808_L1_966,17,5.0
7301,ENSG00000157578_L1_100,23,ENSG00000157578_L1_200,27,ENSG00000157578_L1_300,23,ENSG00000157578_L1_358,22,ENSG00000157578_L1_966,22,5.0
7302,ENSG00000184385_L1_100,12,ENSG00000184385_L1_200,16,ENSG00000184385_L1_300,18,ENSG00000184385_L1_358,16,ENSG00000184385_L1_966,15,5.0
7303,ENSG00000160188_L1_100,1,ENSG00000160188_L1_200,1,ENSG00000160188_L1_300,1,ENSG00000160188_L1_358,1,ENSG00000160188_L1_966,1,5.0
7304,ENSG00000160194_L1_100,1,ENSG00000160194_L1_200,1,ENSG00000160194_L1_300,1,ENSG00000160194_L1_358,1,ENSG00000160194_L1_966,1,5.0
7305,ENSG00000160201_L1_100,12,ENSG00000160201_L1_200,10,ENSG00000160201_L1_300,11,ENSG00000160201_L1_358,10,ENSG00000160201_L1_966,6,5.0
7306,ENSG00000142178_L1_100,2,,,,,,,ENSG00000142178_L1_966,1,2.0
7307,ENSG00000160207_L1_100,16,ENSG00000160207_L1_200,18,ENSG00000160207_L1_300,17,ENSG00000160207_L1_358,16,ENSG00000160207_L1_966,8,5.0
7308,ENSG00000160213_L1_100,1,ENSG00000160213_L1_200,1,ENSG00000160213_L1_300,1,ENSG00000160213_L1_358,1,ENSG00000160213_L1_966,1,5.0
7309,ENSG00000160221_L1_100,89,ENSG00000160221_L1_200,52,ENSG00000160221_L1_300,74,ENSG00000160221_L1_358,58,ENSG00000160221_L1_966,49,5.0
7310,ENSG00000241945_L1_100,89,ENSG00000241945_L1_200,49,ENSG00000241945_L1_300,43,ENSG00000241945_L1_358,41,ENSG00000241945_L1_966,14,5.0
7311,ENSG00000225331_L1_100,1,ENSG00000225331_L1_200,1,ENSG00000225331_L1_300,1,ENSG00000225331_L1_358,1,ENSG00000225331_L1_966,1,5.0
7312,ENSG00000237604_L1_100,2,ENSG00000237604_L1_200,1,ENSG00000237604_L1_300,1,ENSG00000237604_L1_358,1,ENSG00000237604_L1_966,2,5.0
7313,ENSG00000285413_L1_100,3,ENSG00000285413_L1_200,3,ENSG00000285413_L1_300,2,ENSG00000285413_L1_358,2,ENSG00000285413_L1_966,1,5.0
7314,ENSG00000160223_L1_100,18,ENSG00000160223_L1_200,11,ENSG00000160223_L1_300,9,ENSG00000160223_L1_358,8,,,4.0
7315,ENSG00000182362_L1_100,4,ENSG00000182362_L1_200,1,ENSG00000182362_L1_300,1,ENSG00000182362_L1_358,1,ENSG00000182362_L1_966,1,5.0
7316,,,ENSG00000154719_L1_200,51,ENSG00000154719_L1_300,59,ENSG00000154719_L1_358,46,ENSG00000154719_L1_966,26,4.0
7317,,,ENSG00000156253_L1_200,75,ENSG00000156253_L1_300,73,ENSG00000156253_L1_358,93,ENSG00000156253_L1_966,27,4.0
7318,,,ENSG00000159110_L1_200,23,ENSG00000159110_L1_300,11,ENSG00000159110_L1_358,12,ENSG00000159110_L1_966,10,4.0
7319,,,ENSG00000273102_L1_200,49,ENSG00000273102_L1_300,24,ENSG00000273102_L1_358,22,ENSG00000273102_L1_966,25,4.0
7320,,,ENSG00000159228_L1_200,5,ENSG00000159228_L1_300,5,ENSG00000159228_L1_358,5,ENSG00000159228_L1_966,1,4.0
7321,,,ENSG00000182670_L1_200,173,ENSG00000182670_L1_300,35,ENSG00000182670_L1_358,161,ENSG00000182670_L1_966,6,4.0
7322,,,ENSG00000205581_L1_200,89,ENSG00000205581_L1_300,14,ENSG00000205581_L1_358,14,ENSG00000205581_L1_966,13,4.0
7323,,,ENSG00000182093_L1_200,25,ENSG00000182093_L1_300,23,ENSG00000182093_L1_358,23,ENSG00000182093_L1_966,21,4.0
7324,,,ENSG00000157601_L1_200,8,ENSG00000157601_L1_300,9,ENSG00000157601_L1_358,8,ENSG00000157601_L1_966,6,4.0
7325,,,ENSG00000228318_L1_200,25,ENSG00000228318_L1_300,24,ENSG00000228318_L1_358,24,ENSG00000228318_L1_966,3,4.0
7326,,,ENSG00000235772_L1_200,7,ENSG00000235772_L1_300,1,ENSG00000235772_L1_358,3,ENSG00000235772_L1_966,1,4.0
7327,,,ENSG00000160200_L1_200,3,ENSG00000160200_L1_300,3,ENSG00000160200_L1_358,3,ENSG00000160200_L1_966,2,4.0
7328,,,ENSG00000142178_L1_200,1,ENSG00000142178_L1_300,1,ENSG00000142178_L1_358,1,,,3.0
7329,,,ENSG00000160255_L1_200,1,ENSG00000160255_L1_300,1,ENSG00000160255_L1_358,1,ENSG00000160255_L1_966,1,4.0
7330,,,ENSG00000227039_L1_200,1,ENSG00000227039_L1_300,1,ENSG00000227039_L1_358,1,ENSG00000227039_L1_966,1,4.0
7331,,,ENSG00000276529_L1_200,25,ENSG00000276529_L1_300,36,ENSG00000276529_L1_358,29,ENSG00000276529_L1_966,9,4.0
7332,,,ENSG00000183570_L1_200,24,,,ENSG00000183570_L1_358,23,ENSG00000183570_L1_966,8,3.0
7333,,,ENSG00000280604_L1_200,29,,,ENSG00000280604_L1_358,26,ENSG00000280604_L1_966,13,3.0
7334,,,ENSG00000160285_L1_200,9,ENSG00000160285_L1_300,18,ENSG00000160285_L1_358,17,,,3.0
7335,,,ENSG00000160294_L1_200,10,ENSG00000160294_L1_300,7,ENSG00000160294_L1_358,8,ENSG00000160294_L1_966,6,4.0
7336,,,,,ENSG00000154645_L1_300,16,,,,,1.0
7337,,,,,,,ENSG00000154645_L1_358,3,ENSG00000154645_L1_966,1,2.0
7338,,,,,ENSG00000156239_L1_300,95,ENSG00000156239_L1_358,48,,,2.0
7339,,,,,ENSG00000237594_L1_300,12,ENSG00000237594_L1_358,11,ENSG00000237594_L1_966,1,3.0
7340,,,,,ENSG00000156299_L1_300,1,ENSG00000156299_L1_358,1,ENSG00000156299_L1_966,1,3.0
7341,,,,,ENSG00000242220_L1_300,18,ENSG00000242220_L1_358,13,ENSG00000242220_L1_966,10,3.0
7342,,,,,ENSG00000238197_L1_300,13,ENSG00000238197_L1_358,13,ENSG00000238197_L1_966,11,3.0
7343,,,,,ENSG00000241837_L1_300,18,ENSG00000241837_L1_358,18,,,2.0
7344,,,,,ENSG00000234380_L1_300,15,ENSG00000234380_L1_358,3,ENSG00000234380_L1_966,16,3.0
7345,,,,,ENSG00000185917_L1_300,50,ENSG00000185917_L1_358,16,ENSG00000185917_L1_966,26,3.0
7346,,,,,ENSG00000233818_L1_300,4,ENSG00000233818_L1_358,1,,,2.0
7347,,,,,ENSG00000224790_L1_300,14,,,,,1.0
7348,,,,,ENSG00000157551_L1_300,97,ENSG00000157551_L1_358,67,ENSG00000157551_L1_966,9,3.0
7349,,,,,ENSG00000157557_L1_300,59,ENSG00000157557_L1_358,58,ENSG00000157557_L1_966,18,3.0
7350,,,,,ENSG00000173276_L1_300,4,ENSG00000173276_L1_358,4,,,2.0
7351,,,,,ENSG00000160185_L1_300,13,,,,,1.0
7352,,,,,ENSG00000160193_L1_300,37,,,,,1.0
7353,,,,,ENSG00000160214_L1_300,32,ENSG00000160214_L1_358,26,ENSG00000160214_L1_966,14,3.0
7354,,,,,ENSG00000232124_L1_300,6,ENSG00000232124_L1_358,5,,,2.0
7355,,,,,ENSG00000160284_L1_300,4,ENSG00000160284_L1_358,4,ENSG00000160284_L1_966,4,3.0
7356,,,,,ENSG00000160310_L1_300,17,ENSG00000160310_L1_358,17,,,2.0
7357,,,,,,,,,ENSG00000160310_L1_966,11,1.0
7358,,,,,,,ENSG00000188992_L1_358,62,,,1.0
7359,,,,,,,ENSG00000240770_L1_358,43,ENSG00000240770_L1_966,29,2.0
7360,,,,,,,ENSG00000185433_L1_358,1,ENSG00000185433_L1_966,2,2.0
7361,,,,,,,ENSG00000222042_L1_358,1,ENSG00000222042_L1_966,1,2.0
7362,,,,,,,ENSG00000142166_L1_358,36,ENSG00000142166_L1_966,19,2.0
7363,,,,,,,ENSG00000224790_L1_358,37,ENSG00000224790_L1_966,35,2.0
7364,,,,,,,ENSG00000237232_L1_358,13,ENSG00000237232_L1_966,6,2.0
7365,,,,,,,ENSG00000160190_L1_358,1,,,1.0
7366,,,,,,,ENSG00000239415_L1_358,19,,,1.0
7367,,,,,,,ENSG00000160299_L1_358,63,,,1.0
7368,,,,,,,,,ENSG00000185272_L1_966,75,1.0
7369,,,,,,,,,ENSG00000188992_L1_966,16,1.0
7370,,,,,,,,,ENSG00000224905_L1_966,1,1.0
7371,,,,,,,,,ENSG00000155307_L1_966,12,1.0
7372,,,,,,,,,ENSG00000227090_L1_966,66,1.0
7373,,,,,,,,,ENSG00000230379_L1_966,2,1.0
7374,,,,,,,,,ENSG00000223870_L1_966,2,1.0
7375,,,,,,,,,ENSG00000260583_L1_966,20,1.0
7376,,,,,,,,,ENSG00000154721_L1_966,41,1.0
7377,,,,,,,,,ENSG00000232855_L1_966,39,1.0
7378,,,,,,,,,ENSG00000215533_L1_966,19,1.0
7379,,,,,,,,,ENSG00000171189_L1_966,2,1.0
7380,,,,,,,,,ENSG00000159055_L1_966,50,1.0
7381,,,,,,,,,ENSG00000142207_L1_966,32,1.0
7382,,,,,,,,,ENSG00000256073_L1_966,59,1.0
7383,,,,,,,,,ENSG00000205930_L1_966,1,1.0
7384,,,,,,,,,ENSG00000249624_L1_966,48,1.0
7385,,,,,,,,,ENSG00000223799_L1_966,1,1.0
7386,,,,,,,,,ENSG00000142188_L1_966,71,1.0
7387,,,,,,,,,ENSG00000159128_L1_966,82,1.0
7388,,,,,,,,,ENSG00000159147_L1_966,17,1.0
7389,,,,,,,,,ENSG00000237945_L1_966,25,1.0
7390,,,,,,,,,ENSG00000159212_L1_966,1,1.0
7391,,,,,,,,,ENSG00000183527_L1_966,107,1.0
7392,,,,,,,,,ENSG00000255568_L1_966,71,1.0
7393,,,,,,,,,ENSG00000238141_L1_966,103,1.0
7394,,,,,,,,,ENSG00000185658_L1_966,6,1.0
7395,,,,,,,,,ENSG00000182240_L1_966,4,1.0
7396,,,,,,,,,ENSG00000183486_L1_966,3,1.0
7397,,,,,,,,,ENSG00000141956_L1_966,1,1.0
7398,,,,,,,,,ENSG00000160183_L1_966,5,1.0
7399,,,,,,,,,ENSG00000160185_L1_966,2,1.0
7400,,,,,,,,,ENSG00000160190_L1_966,8,1.0
7401,,,,,,,,,ENSG00000160191_L1_966,3,1.0
7402,,,,,,,,,ENSG00000160193_L1_966,2,1.0
7403,,,,,,,,,ENSG00000160199_L1_966,74,1.0
7404,,,,,,,,,ENSG00000160208_L1_966,179,1.0
7405,,,,,,,,,ENSG00000160209_L1_966,2,1.0
7406,,,,,,,,,ENSG00000232124_L1_966,17,1.0
7407,,,,,,,,,ENSG00000160223_L1_966,1,1.0
7408,,,,,,,,,ENSG00000184441_L1_966,12,1.0
7409,,,,,,,,,ENSG00000160226_L1_966,10,1.0
7410,,,,,,,,,ENSG00000160233_L1_966,3,1.0
7411,,,,,,,,,ENSG00000184787_L1_966,17,1.0
7412,,,,,,,,,ENSG00000183255_L1_966,11,1.0
7413,,,,,,,,,ENSG00000160256_L1_966,13,1.0
7414,,,,,,,,,ENSG00000182586_L1_966,4,1.0
7415,,,,,,,,,ENSG00000173638_L1_966,8,1.0
7416,,,,,,,,,ENSG00000160285_L1_966,3,1.0
7417,,,,,,,,,ENSG00000160299_L1_966,14,1.0
7418,ENSG00000230513_L1_100,1,,,,,,,,,1.0
7419,ENSG00000133460_L1_100,23,ENSG00000133460_L1_200,23,ENSG00000133460_L1_300,21,ENSG00000133460_L1_358,21,ENSG00000133460_L1_966,22,5.0
7420,ENSG00000272787_L1_100,15,,,,,,,,,1.0
7421,ENSG00000273295_L1_100,7,ENSG00000273295_L1_200,5,ENSG00000273295_L1_300,4,ENSG00000273295_L1_358,4,ENSG00000273295_L1_966,3,5.0
7422,ENSG00000099974_L1_100,38,ENSG00000099974_L1_200,29,ENSG00000099974_L1_300,23,ENSG00000099974_L1_358,21,ENSG00000099974_L1_966,24,5.0
7423,ENSG00000218537_L1_100,11,ENSG00000218537_L1_200,5,ENSG00000218537_L1_300,4,ENSG00000218537_L1_358,4,ENSG00000218537_L1_966,3,5.0
7424,ENSG00000272977_L1_100,32,ENSG00000272977_L1_200,29,ENSG00000272977_L1_300,29,ENSG00000272977_L1_358,29,ENSG00000272977_L1_966,15,5.0
7425,ENSG00000100336_L1_100,5,,,,,,,,,1.0
7426,ENSG00000133466_L1_100,8,ENSG00000133466_L1_200,8,ENSG00000133466_L1_300,3,ENSG00000133466_L1_358,3,ENSG00000133466_L1_966,3,5.0
7427,ENSG00000100116_L1_100,51,ENSG00000100116_L1_200,67,ENSG00000100116_L1_300,31,ENSG00000100116_L1_358,18,ENSG00000100116_L1_966,11,5.0
7428,ENSG00000100124_L1_100,1,,,ENSG00000100124_L1_300,1,ENSG00000100124_L1_358,1,,,3.0
7429,ENSG00000100321_L1_100,2,ENSG00000100321_L1_200,2,ENSG00000100321_L1_300,2,ENSG00000100321_L1_358,2,ENSG00000100321_L1_966,2,5.0
7430,ENSG00000100413_L1_100,282,ENSG00000100413_L1_200,97,ENSG00000100413_L1_300,132,ENSG00000100413_L1_358,16,ENSG00000100413_L1_966,9,5.0
7431,ENSG00000167074_L1_100,205,ENSG00000167074_L1_200,273,ENSG00000167074_L1_300,10,ENSG00000167074_L1_358,10,ENSG00000167074_L1_966,11,5.0
7432,ENSG00000100417_L1_100,222,ENSG00000100417_L1_200,369,ENSG00000100417_L1_300,150,ENSG00000100417_L1_358,155,ENSG00000100417_L1_966,150,5.0
7433,ENSG00000183172_L1_100,71,ENSG00000183172_L1_200,82,ENSG00000183172_L1_300,67,ENSG00000183172_L1_358,68,ENSG00000183172_L1_966,36,5.0
7434,ENSG00000100197_L1_100,112,ENSG00000100197_L1_200,137,ENSG00000100197_L1_300,111,ENSG00000100197_L1_358,104,ENSG00000100197_L1_966,50,5.0
7435,ENSG00000189306_L1_100,32,ENSG00000189306_L1_200,28,ENSG00000189306_L1_300,19,ENSG00000189306_L1_358,19,ENSG00000189306_L1_966,21,5.0
7436,ENSG00000100376_L1_100,34,ENSG00000100376_L1_200,33,ENSG00000100376_L1_300,17,ENSG00000100376_L1_358,11,ENSG00000100376_L1_966,1,5.0
7437,ENSG00000075234_L1_100,66,ENSG00000075234_L1_200,56,ENSG00000075234_L1_300,56,ENSG00000075234_L1_358,54,ENSG00000075234_L1_966,26,5.0
7438,ENSG00000217442_L1_100,1,ENSG00000217442_L1_200,1,ENSG00000217442_L1_300,1,ENSG00000217442_L1_358,1,ENSG00000217442_L1_966,1,5.0
7439,ENSG00000100299_L1_100,3,ENSG00000100299_L1_200,3,ENSG00000100299_L1_300,3,ENSG00000100299_L1_358,1,ENSG00000100299_L1_966,2,5.0
7440,,,ENSG00000069998_L1_200,37,ENSG00000069998_L1_300,17,ENSG00000069998_L1_358,17,ENSG00000069998_L1_966,10,4.0
7441,,,ENSG00000277870_L1_200,1,,,ENSG00000277870_L1_358,1,,,2.0
7442,,,ENSG00000273311_L1_200,75,ENSG00000273311_L1_300,64,ENSG00000273311_L1_358,64,ENSG00000273311_L1_966,70,4.0
7443,,,ENSG00000070371_L1_200,86,ENSG00000070371_L1_300,15,ENSG00000070371_L1_358,15,ENSG00000070371_L1_966,11,4.0
7444,,,ENSG00000185065_L1_200,6,ENSG00000185065_L1_300,6,ENSG00000185065_L1_358,5,ENSG00000185065_L1_966,6,4.0
7445,,,ENSG00000093010_L1_200,20,ENSG00000093010_L1_300,15,ENSG00000093010_L1_358,20,ENSG00000093010_L1_966,12,4.0
7446,,,ENSG00000099940_L1_200,118,ENSG00000099940_L1_300,107,ENSG00000099940_L1_358,108,ENSG00000099940_L1_966,82,4.0
7447,,,ENSG00000241973_L1_200,156,ENSG00000241973_L1_300,149,ENSG00000241973_L1_358,141,ENSG00000241973_L1_966,117,4.0
7448,,,ENSG00000099949_L1_200,20,,,ENSG00000099949_L1_358,13,ENSG00000099949_L1_966,11,3.0
7449,,,ENSG00000230513_L1_200,5,ENSG00000230513_L1_300,5,ENSG00000230513_L1_358,5,ENSG00000230513_L1_966,3,4.0
7450,,,ENSG00000211639_L1_200,16,ENSG00000211639_L1_300,8,ENSG00000211639_L1_358,7,ENSG00000211639_L1_966,7,4.0
7451,,,ENSG00000272787_L1_200,43,ENSG00000272787_L1_300,29,ENSG00000272787_L1_358,28,ENSG00000272787_L1_966,6,4.0
7452,,,ENSG00000133433_L1_200,11,ENSG00000133433_L1_300,7,ENSG00000133433_L1_358,11,ENSG00000133433_L1_966,4,4.0
7453,,,ENSG00000100031_L1_200,24,ENSG00000100031_L1_300,14,ENSG00000100031_L1_358,14,ENSG00000100031_L1_966,12,4.0
7454,,,ENSG00000272942_L1_200,15,ENSG00000272942_L1_300,8,ENSG00000272942_L1_358,8,ENSG00000272942_L1_966,1,4.0
7455,,,ENSG00000272798_L1_200,13,ENSG00000272798_L1_300,1,ENSG00000272798_L1_358,4,ENSG00000272798_L1_966,1,4.0
7456,,,ENSG00000206028_L1_200,7,,,,,,,1.0
7457,,,ENSG00000100154_L1_200,92,ENSG00000100154_L1_300,62,ENSG00000100154_L1_358,60,ENSG00000100154_L1_966,46,4.0
7458,,,ENSG00000184117_L1_200,22,ENSG00000184117_L1_300,25,ENSG00000184117_L1_358,44,ENSG00000184117_L1_966,18,4.0
7459,,,ENSG00000100325_L1_200,102,ENSG00000100325_L1_300,87,ENSG00000100325_L1_358,92,ENSG00000100325_L1_966,56,4.0
7460,,,ENSG00000138942_L1_200,47,ENSG00000138942_L1_300,74,ENSG00000138942_L1_358,68,ENSG00000138942_L1_966,65,4.0
7461,,,ENSG00000227895_L1_200,15,ENSG00000227895_L1_300,12,ENSG00000227895_L1_358,13,ENSG00000227895_L1_966,3,4.0
7462,,,ENSG00000100365_L1_200,15,,,ENSG00000100365_L1_358,11,ENSG00000100365_L1_966,1,3.0
7463,,,ENSG00000100368_L1_200,9,ENSG00000100368_L1_300,3,ENSG00000100368_L1_358,2,ENSG00000100368_L1_966,2,4.0
7464,,,ENSG00000166862_L1_200,1,,,,,,,1.0
7465,,,ENSG00000100221_L1_200,126,ENSG00000100221_L1_300,136,ENSG00000100221_L1_358,128,ENSG00000100221_L1_966,109,4.0
7466,,,ENSG00000179750_L1_200,1,ENSG00000179750_L1_300,1,ENSG00000179750_L1_358,1,ENSG00000179750_L1_966,1,4.0
7467,,,ENSG00000284633_L1_200,4,ENSG00000284633_L1_300,4,ENSG00000284633_L1_358,4,ENSG00000284633_L1_966,10,4.0
7468,,,ENSG00000100311_L1_200,31,ENSG00000100311_L1_300,38,ENSG00000100311_L1_358,10,ENSG00000100311_L1_966,10,4.0
7469,,,ENSG00000167077_L1_200,296,ENSG00000167077_L1_300,222,ENSG00000167077_L1_358,201,ENSG00000167077_L1_966,123,4.0
7470,,,ENSG00000235513_L1_200,100,ENSG00000235513_L1_300,114,ENSG00000235513_L1_358,85,ENSG00000235513_L1_966,77,4.0
7471,,,ENSG00000100147_L1_200,14,ENSG00000100147_L1_300,12,ENSG00000100147_L1_358,7,ENSG00000100147_L1_966,6,4.0
7472,,,ENSG00000198951_L1_200,74,ENSG00000198951_L1_300,62,ENSG00000198951_L1_358,53,ENSG00000198951_L1_966,16,4.0
7473,,,ENSG00000184983_L1_200,6,ENSG00000184983_L1_300,4,ENSG00000184983_L1_358,3,ENSG00000184983_L1_966,2,4.0
7474,,,ENSG00000230107_L1_200,4,ENSG00000230107_L1_300,9,ENSG00000230107_L1_358,4,ENSG00000230107_L1_966,3,4.0
7475,,,ENSG00000100243_L1_200,17,ENSG00000100243_L1_300,16,ENSG00000100243_L1_358,16,ENSG00000100243_L1_966,16,4.0
7476,,,ENSG00000100300_L1_200,19,ENSG00000100300_L1_300,15,ENSG00000100300_L1_358,15,ENSG00000100300_L1_966,4,4.0
7477,,,ENSG00000138964_L1_200,3,,,ENSG00000138964_L1_358,3,ENSG00000138964_L1_966,1,3.0
7478,,,ENSG00000226328_L1_200,2,ENSG00000226328_L1_300,2,ENSG00000226328_L1_358,2,ENSG00000226328_L1_966,2,4.0
7479,,,ENSG00000100364_L1_200,27,ENSG00000100364_L1_300,25,ENSG00000100364_L1_358,25,ENSG00000100364_L1_966,20,4.0
7480,,,ENSG00000232363_L1_200,106,ENSG00000232363_L1_300,96,ENSG00000232363_L1_358,68,ENSG00000232363_L1_966,36,4.0
7481,,,ENSG00000128408_L1_200,46,ENSG00000128408_L1_300,1,ENSG00000128408_L1_358,1,ENSG00000128408_L1_966,20,4.0
7482,,,ENSG00000077935_L1_200,2,ENSG00000077935_L1_300,13,ENSG00000077935_L1_358,1,ENSG00000077935_L1_966,21,4.0
7483,,,ENSG00000241990_L1_200,8,ENSG00000241990_L1_300,1,ENSG00000241990_L1_358,2,ENSG00000241990_L1_966,1,4.0
7484,,,ENSG00000130943_L1_200,34,ENSG00000130943_L1_300,27,ENSG00000130943_L1_358,24,ENSG00000130943_L1_966,19,4.0
7485,,,ENSG00000260708_L1_200,5,ENSG00000260708_L1_300,4,ENSG00000260708_L1_358,4,ENSG00000260708_L1_966,2,4.0
7486,,,ENSG00000212939_L1_200,34,ENSG00000212939_L1_300,32,ENSG00000212939_L1_358,31,ENSG00000212939_L1_966,11,4.0
7487,,,ENSG00000235111_L1_200,56,ENSG00000235111_L1_300,41,ENSG00000235111_L1_358,29,ENSG00000235111_L1_966,42,4.0
7488,,,ENSG00000280224_L1_200,33,ENSG00000280224_L1_300,25,ENSG00000280224_L1_358,29,ENSG00000280224_L1_966,8,4.0
7489,,,ENSG00000184164_L1_200,55,ENSG00000184164_L1_300,41,ENSG00000184164_L1_358,40,ENSG00000184164_L1_966,29,4.0
7490,,,ENSG00000273272_L1_200,9,ENSG00000273272_L1_300,3,ENSG00000273272_L1_358,3,ENSG00000273272_L1_966,3,4.0
7491,,,ENSG00000254413_L1_200,2,,,ENSG00000254413_L1_358,2,,,2.0
7492,,,ENSG00000079974_L1_200,4,,,ENSG00000079974_L1_358,3,,,2.0
7493,,,,,ENSG00000183307_L1_300,1,ENSG00000183307_L1_358,1,,,2.0
7494,,,,,ENSG00000131100_L1_300,10,ENSG00000131100_L1_358,7,ENSG00000131100_L1_966,23,3.0
7495,,,,,ENSG00000100033_L1_300,6,ENSG00000100033_L1_358,4,ENSG00000100033_L1_966,3,3.0
7496,,,,,ENSG00000278558_L1_300,20,ENSG00000278558_L1_358,20,,,2.0
7497,,,,,ENSG00000273032_L1_300,118,ENSG00000273032_L1_358,64,ENSG00000273032_L1_966,34,3.0
7498,,,,,ENSG00000215012_L1_300,9,,,,,1.0
7499,,,,,ENSG00000184470_L1_300,15,,,,,1.0
7500,,,,,ENSG00000099917_L1_300,4,,,,,1.0
7501,,,,,ENSG00000272829_L1_300,5,ENSG00000272829_L1_358,5,ENSG00000272829_L1_966,2,3.0
7502,,,,,ENSG00000100023_L1_300,18,ENSG00000100023_L1_358,13,ENSG00000100023_L1_966,2,3.0
